Component Report
I:/BD_Boards/DLI_4100_2510300-Rev-D/Board/2510300_REV-D.brd
Tue Apr 12 06:54:06 2016
Total Components:  689
REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
BT5,BATTERY_12MM_12MM,12MM,,12MM,808.00,420.00,0.000,YES
C1,CAP NP_1210_10UF,10uF,,1210,540.00,3780.00,180.000,NO
C2,CAP POL_TANT_B_33UF,33uF,,TANT_B,3830.00,3780.00,0.000,NO
C3,CAP POL_TANT_B_33UF,33uF,,TANT_B,4249.00,3779.00,0.000,NO
C4,CAP POL_TANT_B_33UF,33uF,,TANT_B,3548.00,3778.00,0.000,NO
C5,CAP NP_1210_10UF,10uF,,1210,880.00,3770.00,0.000,NO
C6,CAP POL_TANT_B_33UF,33uF,,TANT_B,3038.00,3759.00,0.000,NO
C7,CAP NP_1210_10UF,10uF,,1210,700.00,3700.00,90.000,NO
C8,CAP POL_TANT_B_47UF,47uF,,TANT_B,4780.00,3650.00,0.000,NO
C9,CAP NP_0603_0.1UF,0.1uF,,0603,6830.00,3650.00,0.000,NO
C10,CAP NP_0603_1UF,1uF,,0603,1060.00,3620.00,90.000,NO
C11,CAP NP_0402_1000PF,1000pF,,0402,470.00,3590.00,180.000,NO
C12,CAP NP_0603_0.1UF,0.1uF,,0603,6830.00,3590.00,0.000,NO
C13,CAP NP_0603_0.1UF,0.1uF,,0603,1880.00,3500.00,180.000,NO
C14,CAP NP_0603_0.1UF,0.1uF,,0603,1060.00,3490.00,270.000,NO
C15,CAP NP_0603_0.1UF,0.1uF,,0603,2160.00,3490.00,180.000,NO
C16,CAP NP_0402_0.047UF,0.047uF,,0402,2170.00,3430.00,180.000,NO
C17,CAP NP_0603_0.01UF,0.01uF,,0603,920.00,3400.00,180.000,NO
C18,CAP NP_0603_0.1UF,0.1uF,,0603,6415.00,3395.00,0.000,NO
C19,CAP NP_0603_0.1UF,0.1uF,,0603,6560.00,3395.00,0.000,NO
C20,CAP NP_0603_0.1UF,0.1uF,,0603,1800.00,3390.00,90.000,NO
C21,CAP NP_0603_1UF,1uF,,0603,6015.00,3380.00,90.000,NO
C22,CAP NP_0603_0.01UF,0.01uF,,0603,650.00,3360.00,270.000,NO
C23,CAP POL_TANT_A_10UF,10uF,,TANT_A,7050.00,3327.50,0.000,NO
C24,CAP NP_0603_0.1UF,0.1uF,,0603,6415.00,3300.00,0.000,NO
C25,CAP NP_0603_0.1UF,0.1uF,,0603,6565.00,3300.00,0.000,NO
C26,CAP NP_0603_0.1UF,0.1uF,,0603,7165.00,3230.00,180.000,NO
C27,CAP POL_TANT_A_10UF,10uF,,TANT_A,710.00,3220.50,0.000,NO
C28,CAP POL_TANT_A_10UF,10uF,,TANT_A,1900.00,3210.00,270.000,NO
C29,CAP NP_0603_0.01UF,0.01uF,,0603,5740.00,3190.00,0.000,NO
C30,CAP NP_0603_0.01UF,0.01uF,,0603,4736.00,3035.00,90.000,NO
C31,CAP POL_TANT_B_47UF,47uF,,TANT_B,5040.00,3000.00,0.000,NO
C32,CAP NP_0603_0.1UF,0.1uF,,0603,902.00,2978.00,0.000,NO
C33,CAP NP_0603_0.01UF,0.01uF,,0603,660.00,2950.00,0.000,NO
C34,CAP NP_0603_0.01UF,0.01uF,,0603,4705.00,2933.00,180.000,NO
C35,CAP NP_0603_0.01UF,0.01uF,,0603,1110.00,2920.00,0.000,NO
C36,CAP NP_0603_0.1UF,0.1uF,,0603,5175.00,2875.00,270.000,NO
C37,CAP NP_0603_0.1UF,0.1uF,,0603,7340.00,2820.00,270.000,NO
C38,CAP NP_0603_0.068UF,0.068uF,,0603,7400.00,2820.00,270.000,NO
C39,CAP NP_1210_10UF,10uF,,1210,7195.00,2815.00,180.000,NO
C40,CAP POL_TANT_D_680UF,680uF,,TANT_D,6873.00,2797.00,0.000,NO
C41,CAP NP_0402_0.047UF,0.047uF,,0402,2170.00,2770.00,180.000,NO
C42,CAP NP_0603_0.1UF,0.1uF,,0603,2500.00,2760.00,270.000,NO
C43,CAP NP_0603_0.1UF,0.1uF,,0603,2280.00,2730.00,90.000,NO
C44,CAP NP_0603_0.1UF,0.1uF,,0603,2170.00,2700.00,180.000,NO
C45,CAP NP_0402_0.047UF,0.047uF,,0402,5026.00,2667.00,0.000,NO
C46,CAP NP_0603_0.01UF,0.01uF,,0603,2836.00,2647.00,90.000,NO
C47,CAP POL_TANT_D_100UF,100uF,,TANT_D,7281.00,2644.00,180.000,NO
C48,CAP NP_0603_0.1UF,0.1uF,,0603,5071.00,2593.00,0.000,NO
C49,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2575.00,0.000,NO
C50,CAP NP_0603_0.1UF,0.1uF,,0603,4500.00,2575.00,0.000,NO
C51,CAP NP_0603_0.01UF,0.01uF,,0603,2510.00,2563.00,90.000,NO
C52,CAP NP_0603_0.01UF,0.01uF,,0603,2835.00,2520.00,270.000,NO
C53,CAP POL_TANT_A_10UF,10uF,,TANT_A,679.50,2504.00,90.000,NO
C54,CAP NP_0603_0.1UF,0.1uF,,0603,5072.00,2500.00,0.000,NO
C55,CAP NP_0603_0.1UF,0.1uF,,0603,2130.00,2480.00,0.000,NO
C56,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2475.00,0.000,NO
C57,CAP NP_0402_0.047UF,0.047uF,,0402,4959.00,2439.00,90.000,NO
C58,CAP NP_0603_0.068UF,0.068uF,,0603,7110.00,2435.00,0.000,NO
C59,CAP NP_0603_0.1UF,0.1uF,,0603,5074.00,2405.00,0.000,NO
C60,CAP NP_0603_0.1UF,0.1uF,,0603,2408.00,2404.00,270.000,NO
C61,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2400.00,0.000,NO
C62,CAP NP_0603_0.1UF,0.1uF,,0603,7110.00,2375.00,0.000,NO
C63,CAP NP_0402_0.047UF,0.047uF,,0402,1950.00,2370.00,90.000,NO
C64,CAP NP_0603_0.01UF,0.01uF,,0603,4383.00,2365.00,270.000,NO
C65,CAP NP_0603_0.1UF,0.1uF,,0603,6710.00,2345.00,270.000,NO
C66,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2325.00,0.000,NO
C67,CAP NP_0603_0.1UF,0.1uF,,0603,2440.00,2311.00,180.000,NO
C68,CAP NP_1210_10UF,10uF,,1210,7110.00,2255.00,270.000,NO
C69,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2250.00,0.000,NO
C70,CAP POL_TANT_D_100UF,100uF,,TANT_D,7267.00,2249.00,270.000,NO
C71,CAP NP_0603_0.1UF,0.1uF,,0603,1940.00,2220.00,270.000,NO
C72,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2175.00,0.000,NO
C73,CAP NP_0603_0.01UF,0.01uF,,0603,5742.00,2174.00,0.000,NO
C74,CAP POL_TANT_B_47UF,47uF,,TANT_B,2960.00,2160.00,0.000,NO
C75,CAP POL_TANT_B_47UF,47uF,,TANT_B,3560.00,2160.00,0.000,NO
C76,CAP POL_TANT_B_47UF,47uF,,TANT_B,4160.00,2160.00,0.000,NO
C77,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2100.00,0.000,NO
C78,CAP NP_0603_0.1UF,0.1uF,,0603,5491.00,2072.00,270.000,NO
C79,CAP NP_0402_0.047UF,0.047uF,,0402,2080.00,2030.00,0.000,NO
C80,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,2025.00,0.000,NO
C81,CAP NP_0603_0.01UF,0.01uF,,0603,5740.00,2000.00,0.000,NO
C82,CAP NP_0603_0.1UF,0.1uF,,0603,2060.00,1980.00,0.000,NO
C83,CAP POL_TANT_B_47UF,47uF,,TANT_B,2970.00,1960.00,270.000,NO
C84,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,1925.00,0.000,NO
C85,CAP POL_TANT_D_680UF,680uF,,TANT_D,6849.00,1922.00,90.000,NO
C86,CAP NP_0603_0.1UF,0.1uF,,0603,5395.00,1893.00,0.000,NO
C87,CAP NP_0603_0.1UF,0.1uF,,0603,5031.00,1888.00,0.000,NO
C88,CAP NP_0603_0.1UF,0.1uF,,0603,900.00,1825.00,0.000,NO
C89,CAP NP_0603_0.1UF,0.1uF,,0603,5028.00,1819.00,0.000,NO
C90,CAP NP_0603_0.01UF,0.01uF,,0603,5400.00,1810.00,180.000,NO
C91,CAP NP_0603_0.01UF,0.01uF,,0603,5740.00,1760.00,180.000,NO
C92,CAP NP_0603_0.1UF,0.1uF,,0603,880.00,1750.00,0.000,NO
C93,CAP NP_0603_0.1UF,0.1uF,,0603,877.00,1676.00,0.000,NO
C94,CAP NP_0603_0.068UF,0.068uF,,0603,6765.00,1615.00,0.000,NO
C95,CAP NP_0603_0.1UF,0.1uF,,0603,6765.00,1555.00,0.000,NO
C96,CAP NP_0603_0.1UF,0.1uF,,0603,6365.00,1520.00,270.000,NO
C97,CAP NP_0603_0.01UF,0.01uF,,0603,900.00,1450.00,0.000,NO
C98,CAP POL_TANT_D_100UF,100uF,,TANT_D,6927.00,1439.00,270.000,NO
C99,CAP NP_1210_10UF,10uF,,1210,6765.00,1395.00,270.000,NO
C100,CAP POL_TANT_D_470UF,470uF,,TANT_D,908.00,1184.00,270.000,NO
C101,CAP NP_0603_0.1UF,0.1uF,,0603,1700.00,1120.00,90.000,NO
C102,CAP NP_0603_0.1UF,0.1uF,,0603,4710.00,1100.00,0.000,NO
C103,CAP POL_TANT_D_680UF,680uF,,TANT_D,6495.00,1089.00,90.000,NO
C104,CAP NP_0603_0.1UF,0.1uF,,0603,2300.00,1070.00,0.000,NO
C105,CAP NP_0603_0.1UF,0.1uF,,0603,5460.00,1050.00,270.000,NO
C106,CAP NP_0603_0.1UF,0.1uF,,0603,5520.00,1050.00,270.000,NO
C107,CAP NP_0603_0.1UF,0.1uF,,0603,4710.00,1040.00,0.000,NO
C108,CAP NP_0603_0.1UF,0.1uF,,0603,1730.00,1030.00,0.000,NO
C109,CAP NP_0603_0.1UF,0.1uF,,0603,4500.00,1000.00,270.000,NO
C110,CAP POL_TANT_B_10UF,10uF,,TANT_B,2270.00,970.00,0.000,NO
C111,CAP NP_0603_0.1UF,0.1uF,,0603,2950.00,960.00,90.000,NO
C112,CAP POL_TANT_B_33UF,33uF,,TANT_B,4040.00,940.00,0.000,NO
C113,CAP NP_0603_0.1UF,0.1uF,,0603,5000.00,920.00,0.000,NO
C114,CAP POL_TANT_D_330UF,330uF,,TANT_D,3430.00,910.00,0.000,NO
C115,CAP NP_0603_0.1UF,0.1uF,,0603,1050.00,900.00,0.000,NO
C116,CAP POL_TANT_C_4.7UF,4.7uF,,TANT_C,5220.00,900.00,180.000,NO
C117,CAP NP_0603_0.01UF,0.01uF,,0603,5778.00,898.00,0.000,NO
C118,CAP NP_0603_0.01UF,0.01uF,,0603,930.00,840.00,0.000,NO
C119,CAP POL_TANT_C_4.7UF,4.7uF,,TANT_C,2820.00,810.00,0.000,NO
C120,CAP NP_0603_0.1UF,0.1uF,,0603,1660.00,800.00,270.000,NO
C121,CAP NP_0603_0.1UF,0.1uF,,0603,2571.00,797.00,0.000,NO
C122,CAP POL_TANT_B_10UF,10uF,,TANT_B,4980.00,790.00,270.000,NO
C123,CAP NP_0603_27PF,27pF,,0603,3770.00,780.00,180.000,NO
C124,CAP POL_TANT_C_4.7UF,4.7uF,,TANT_C,4670.00,770.00,0.000,NO
C125,CAP NP_0603_0.1UF,0.1uF,,0603,5340.00,760.00,270.000,NO
C126,CAP NP_0603_27PF,27pF,,0603,1770.00,752.00,180.000,NO
C127,CAP NP_0603_0.1UF,0.1uF,,0603,3416.00,751.00,180.000,NO
C128,CAP NP_0603_27PF,27pF,,0603,2192.00,747.00,180.000,NO
C129,CAP NP_0603_27PF,27pF,,0603,4120.00,745.00,180.000,NO
C130,CAP POL_TANT_C_4.7UF,4.7uF,,TANT_C,1540.00,720.00,270.000,NO
C131,CAP NP_0603_0.1UF,0.1uF,,0603,2720.00,690.00,0.000,NO
C132,CAP NP_0603_27PF,27pF,,0603,2850.00,690.00,180.000,NO
C133,CAP NP_0603_0.1UF,0.1uF,,0603,3620.00,660.00,90.000,NO
C134,CAP NP_0603_27PF,27pF,,0603,3730.00,630.00,180.000,NO
C135,CAP NP_0603_0.1UF,0.1uF,,0603,5712.00,596.00,180.000,NO
C136,CAP NP_0603_3900PF,3900pF,,0603,6869.00,491.00,180.000,NO
C137,CAP NP_0603_27PF,27pF,,0603,1493.00,456.00,180.000,NO
C138,CAP NP_0603_100PF,100pF,,0603,6967.00,456.00,90.000,NO
C139,CAP NP_0603_0.1UF,0.1uF,,0603,5666.00,441.00,0.000,NO
C140,CAP NP_0603_0.068UF,0.068uF,,0603,7402.00,430.00,0.000,NO
C141,CAP NP_0603_0.1UF,0.1uF,,0603,6869.00,426.00,180.000,NO
C142,CAP NP_1206_4.7UF,4.7uF,,1206,6275.00,405.00,270.000,NO
C143,CAP NP_0603_0.1UF,0.1uF,,0603,7402.00,367.00,0.000,NO
C144,CAP NP_0603_47NF,47nF,,0603,6350.00,360.00,270.000,NO
C145,CAP NP_1206_4.7UF,4.7uF,,1206,6585.00,350.00,270.000,NO
C146,CAP NP_0603_0.1UF,0.1uF,,0603,1468.00,308.00,0.000,NO
C147,CAP NP_1210_10UF,10uF,,1210,7405.00,198.00,270.000,NO
C148,CAP NP_0603_0.1UF,0.1uF,,0603,5672.00,197.00,180.000,NO
C149,CAP NP_0603_33PF,33pF,,0603,6440.00,170.00,180.000,NO
C150,CAP NP_0603_0.1UF,0.1uF,,0603,1469.00,155.00,180.000,NO
C151,CAP POL_TANT_C_222UF,222uF,,TANT_C,7174.00,98.00,0.000,NO
C152,CAP NP_0603_0.1UF,0.1uF,,0603,5671.00,62.00,0.000,NO
C153,CAP POL_TANT_B_33UF,33uF,,TANT_B,2253.00,3797.00,0.000,YES
C154,CAP NP_0402_1000PF,1000pF,,0402,7035.00,3730.00,270.000,YES
C155,CAP POL_TANT_B_33UF,33uF,,TANT_B,2750.00,3750.00,0.000,YES
C156,CAP POL_TANT_B_47UF,47uF,,TANT_B,4325.00,3725.00,0.000,YES
C157,CAP POL_TANT_B_47UF,47uF,,TANT_B,3975.00,3725.00,180.000,YES
C158,CAP POL_TANT_B_47UF,47uF,,TANT_B,3550.00,3725.00,0.000,YES
C159,CAP NP_0603_0.1UF,0.1uF,,0603,6625.00,3590.00,0.000,YES
C160,CAP POL_TANT_B_47UF,47uF,,TANT_B,4550.00,3575.00,90.000,YES
C161,CAP NP_0603_0.1UF,0.1uF,,0603,6175.00,3555.00,0.000,YES
C162,CAP POL_TANT_B_33UF,33uF,,TANT_B,2700.00,3525.00,90.000,YES
C163,CAP NP_0402_1000PF,1000pF,,0402,7065.00,3505.00,90.000,YES
C164,CAP NP_0402_1000PF,1000pF,,0402,6960.00,3465.00,180.000,YES
C165,CAP POL_TANT_B_47UF,47uF,,TANT_B,4575.00,3375.00,0.000,YES
C166,CAP NP_0603_0.1UF,0.1uF,,0603,2850.00,3375.00,270.000,YES
C167,CAP POL_TANT_B_33UF,33uF,,TANT_B,2700.00,3300.00,90.000,YES
C168,CAP NP_0603_12PF,12pF,,0603,7020.00,3270.00,270.000,YES
C169,CAP POL_TANT_B_47UF,47uF,,TANT_B,4775.00,3250.00,90.000,YES
C170,CAP NP_0603_0.1UF,0.1uF,,0603,500.00,3250.00,270.000,YES
C171,CAP POL_TANT_B_33UF,33uF,,TANT_B,4375.00,3225.00,90.000,YES
C172,CAP NP_0603_0.1UF,0.1uF,,0603,2850.00,3225.00,90.000,YES
C173,CAP POL_TANT_B_47UF,47uF,,TANT_B,4575.00,3200.00,0.000,YES
C174,CAP NP_0402_0.22UF,0.22uF,,0402,3725.00,3185.00,0.000,YES
C175,CAP NP_0603_12PF,12pF,,0603,7020.00,3140.00,90.000,YES
C176,CAP NP_0402_0.22UF,0.22uF,,0402,3370.00,3110.00,0.000,YES
C177,CAP NP_0603_5.0PF,5.0pF,,0603,657.00,3105.00,90.000,YES
C178,CAP NP_0603_0.1UF,0.1uF,,0603,500.00,3100.00,90.000,YES
C179,CAP POL_TANT_B_47UF,47uF,,TANT_B,2691.00,3094.00,90.000,YES
C180,CAP NP_0603_0.1UF,0.1uF,,0603,1175.00,3075.00,90.000,YES
C181,CAP POL_TANT_B_33UF,33uF,,TANT_B,5214.00,3047.00,90.000,YES
C182,CAP NP_0603_0.1UF,0.1uF,,0603,1700.00,3025.00,180.000,YES
C183,CAP POL_TANT_B_33UF,33uF,,TANT_B,4500.00,3000.00,90.000,YES
C184,CAP NP_0402_0.22UF,0.22uF,,0402,3685.00,2990.00,0.000,YES
C185,CAP NP_0402_0.22UF,0.22uF,,0402,3490.00,2990.00,0.000,YES
C186,CAP NP_0603_0.1UF,0.1uF,,0603,6025.00,2975.00,180.000,YES
C187,CAP NP_0603_0.1UF,0.1uF,,0603,5475.00,2950.00,0.000,YES
C188,CAP NP_0603_0.1UF,0.1uF,,0603,2850.00,2950.00,270.000,YES
C189,CAP NP_0603_0.1UF,0.1uF,,0603,500.00,2950.00,90.000,YES
C190,CAP POL_TANT_B_33UF,33uF,,TANT_B,2515.00,2906.00,90.000,YES
C191,CAP NP_0402_0.22UF,0.22uF,,0402,3490.00,2870.00,0.000,YES
C192,CAP POL_TANT_B_33UF,33uF,,TANT_B,4680.00,2866.00,0.000,YES
C193,CAP POL_TANT_B_47UF,47uF,,TANT_B,1700.00,2850.00,270.000,YES
C194,CAP POL_TANT_B_33UF,33uF,,TANT_B,2742.00,2832.00,90.000,YES
C195,CAP NP_0402_0.22UF,0.22uF,,0402,3370.00,2830.00,0.000,YES
C196,CAP POL_TANT_B_47UF,47uF,,TANT_B,6025.00,2825.00,90.000,YES
C197,CAP NP_0603_0.1UF,0.1uF,,0603,2850.00,2825.00,90.000,YES
C198,CAP NP_0603_0.1UF,0.1uF,,0603,500.00,2800.00,90.000,YES
C199,CAP POL_TANT_B_33UF,33uF,,TANT_B,4352.00,2793.00,90.000,YES
C200,CAP NP_0402_0.22UF,0.22uF,,0402,3765.00,2790.00,0.000,YES
C201,CAP NP_0603_0.1UF,0.1uF,,0603,7255.00,2740.00,0.000,YES
C202,CAP POL_TANT_B_47UF,47uF,,TANT_B,4584.00,2706.00,0.000,YES
C203,CAP NP_0603_0.1UF,0.1uF,,0603,575.00,2700.00,270.000,YES
C204,CAP NP_0603_0.1UF,0.1uF,,0603,6025.00,2675.00,180.000,YES
C205,CAP NP_0603_0.1UF,0.1uF,,0603,375.00,2675.00,0.000,YES
C206,CAP NP_0603_0.1UF,0.1uF,,0603,1700.00,2650.00,180.000,YES
C207,CAP NP_0603_0.1UF,0.1uF,,0603,1175.00,2650.00,270.000,YES
C208,CAP NP_0603_0.1UF,0.1uF,,0603,2850.00,2600.00,270.000,YES
C209,CAP NP_0603_0.1UF,0.1uF,,0603,500.00,2600.00,90.000,YES
C210,CAP NP_0603_0.1UF,0.1uF,,0603,5500.00,2587.00,90.000,YES
C211,CAP POL_TANT_B_33UF,33uF,,TANT_B,2711.00,2552.00,270.000,YES
C212,CAP NP_0603_0.1UF,0.1uF,,0603,6800.00,2550.00,0.000,YES
C213,CAP NP_0603_0.1UF,0.1uF,,0603,6425.00,2545.00,0.000,YES
C214,CAP NP_0603_0.1UF,0.1uF,,0603,5350.00,2506.00,0.000,YES
C215,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,2475.00,0.000,YES
C216,CAP NP_0603_0.1UF,0.1uF,,0603,2851.00,2468.00,90.000,YES
C217,CAP POL_TANT_B_33UF,33uF,,TANT_B,4369.00,2461.00,90.000,YES
C218,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,2400.00,0.000,YES
C219,CAP NP_0603_0.1UF,0.1uF,,0603,5485.00,2390.00,90.000,YES
C220,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,2325.00,0.000,YES
C221,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,2250.00,0.000,YES
C222,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,2150.00,0.000,YES
C223,CAP POL_TANT_B_47UF,47uF,,TANT_B,2930.00,2140.00,0.000,YES
C224,CAP NP_0402_0.1UF,0.1uF,,0402,6359.00,2079.00,180.000,YES
C225,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,2075.00,0.000,YES
C226,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,2000.00,0.000,YES
C227,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,1900.00,0.000,YES
C228,CAP POL_TANT_A_10UF,10uF,,TANT_A,7148.00,1760.00,270.000,YES
C229,CAP POL_TANT_A_10UF,10uF,,TANT_A,6860.00,1795.00,270.000,YES
C230,CAP NP_0603_0.1UF,0.1uF,,0603,6560.00,1848.00,270.000,YES
C231,CAP NP_0603_0.1UF,0.1uF,,0603,2478.00,1879.00,270.000,YES
C232,CAP NP_0603_0.1UF,0.1uF,,0603,2418.00,1879.00,270.000,YES
C233,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,1825.00,0.000,YES
C234,CAP NP_0603_0.1UF,0.1uF,,0603,6939.00,1755.00,270.000,YES
C235,CAP NP_0603_0.1UF,0.1uF,,0603,2040.00,1750.00,180.000,YES
C236,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,1750.00,0.000,YES
C237,CAP NP_0603_0.1UF,0.1uF,,0603,4980.00,1735.00,180.000,YES
C238,CAP POL_TANT_B_10UF,10uF,,TANT_B,1870.00,1740.00,0.000,YES
C239,CAP NP_0603_0.1UF,0.1uF,,0603,7000.00,1755.00,270.000,YES
C240,CAP NP_0603_0.1UF,0.1uF,,0603,4650.00,1690.00,0.000,YES
C241,CAP NP_0603_0.1UF,0.1uF,,0603,4860.00,1810.00,270.000,YES
C242,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,1675.00,0.000,YES
C243,CAP NP_0603_0.1UF,0.1uF,,0603,7063.00,1755.00,270.000,YES
C244,CAP POL_TANT_D_NO-POP,NO-POP,,TANT_D,6170.00,1660.00,0.000,YES
C245,CAP NP_0603_0.1UF,0.1uF,,0603,1890.00,1640.00,0.000,YES
C246,CAP NP_0603_0.1UF,0.1uF,,0603,4930.00,1175.00,90.000,YES
C247,CAP POL_TANT_B_10UF,10uF,,TANT_B,4480.00,1620.00,0.000,YES
C248,CAP NP_0603_0.1UF,0.1uF,,0603,250.00,1600.00,0.000,YES
C249,CAP POL_TANT_B_47UF,47uF,,TANT_B,4210.00,1590.00,90.000,YES
C250,CAP NP_0603_0.1UF,0.1uF,,0603,2300.00,1755.00,270.000,YES
C251,CAP NP_0603_0.1UF,0.1uF,,0603,2220.00,1755.00,270.000,YES
C252,CAP NP_0603_0.1UF,0.1uF,,0603,2160.00,1755.00,270.000,YES
C253,CAP NP_0603_0.1UF,0.1uF,,0603,1890.00,1580.00,0.000,YES
C254,CAP POL_TANT_B_10UF,10uF,,TANT_B,2445.00,1749.00,180.000,YES
C255,CAP NP_0603_0.1UF,0.1uF,,0603,1175.00,1525.00,270.000,YES
C256,CAP POL_TANT_B_10UF,10uF,,TANT_B,5036.00,1130.00,90.000,YES
C257,CAP NP_0603_0.1UF,0.1uF,,0603,5315.00,1510.00,180.000,YES
C258,CAP NP_0603_0.1UF,0.1uF,,0603,5450.00,1475.00,0.000,YES
C259,CAP NP_0603_0.1UF,0.1uF,,0603,525.00,1475.00,90.000,YES
C260,CAP NP_0603_0.1UF,0.1uF,,0603,240.00,1467.00,180.000,YES
C261,CAP NP_0603_0.1UF,0.1uF,,0603,5975.00,1450.00,270.000,YES
C262,CAP NP_0603_0.1UF,0.1uF,,0603,1700.00,1450.00,180.000,YES
C263,CAP NP_0603_0.1UF,0.1uF,,0603,2588.00,1406.00,180.000,YES
C264,CAP NP_0603_5.0PF,5.0pF,,0603,650.00,1375.00,90.000,YES
C265,CAP NP_0603_0.1UF,0.1uF,,0603,5315.00,1410.00,180.000,YES
C266,CAP NP_0603_0.1UF,0.1uF,,0603,2600.00,1322.00,180.000,YES
C267,CAP POL_TANT_B_47UF,47uF,,TANT_B,2970.00,1330.00,90.000,YES
C268,CAP NP_0603_0.1UF,0.1uF,,0603,525.00,1275.00,90.000,YES
C269,CAP POL_TANT_B_47UF,47uF,,TANT_B,1725.00,1250.00,180.000,YES
C270,CAP POL_TANT_B_47UF,47uF,,TANT_B,4200.00,1240.00,90.000,YES
C271,CAP NP_0603_0.1UF,0.1uF,,0603,425.00,1225.00,0.000,YES
C272,CAP NP_0603_0.01UF,0.01uF,,0603,275.00,1225.00,0.000,YES
C273,CAP POL_TANT_B_47UF,47uF,,TANT_B,6075.00,1175.00,180.000,YES
C274,CAP NP_0603_0.1UF,0.1uF,,0603,425.00,1150.00,0.000,YES
C275,CAP NP_0603_0.1UF,0.1uF,,0603,5975.00,1000.00,90.000,YES
C276,CAP NP_0603_0.1UF,0.1uF,,0603,1750.00,1000.00,180.000,YES
C277,CAP NP_0603_0.1UF,0.1uF,,0603,5425.00,950.00,0.000,YES
C278,CAP POL_TANT_B_47UF,47uF,,TANT_B,3800.00,940.00,0.000,YES
C279,CAP POL_TANT_B_47UF,47uF,,TANT_B,3150.00,930.00,0.000,YES
C280,CAP NP_0603_0.1UF,0.1uF,,0603,1175.00,900.00,90.000,YES
C281,CAP NP_0603_0.1UF,0.1uF,,0603,3464.00,816.00,0.000,YES
C282,CAP NP_0603_0.1UF,0.1uF,,0603,3342.00,816.00,180.000,YES
C283,CAP NP_0603_27PF,27pF,,0603,3960.00,762.00,0.000,YES
C284,CAP POL_TANT_D_330UF,330uF,,TANT_D,6658.00,752.00,0.000,YES
C285,CAP POL_TANT_C_NO-POP,NO-POP,,TANT_C,6020.00,370.00,0.000,YES
C286,CAP NP_0603_2700PF,2700pF,,0603,6802.00,277.00,90.000,YES
C287,CAP POL_TANT_D_100UF,100uF,,TANT_D,7235.00,171.00,0.000,YES
D1,LED_SM_LED_0603_SML-310MTT86,SML-310MTT86,,SM_LED_0603,6435.00,2920.00,180.000,NO
D2,LED_SM_LED_0603_SML-310VTT86,SML-310VTT86,,SM_LED_0603,4900.00,2590.00,270.000,NO
D3,LED_SM_LED_0603_SML-310VTT86,SML-310VTT86,,SM_LED_0603,2315.00,2555.00,270.000,NO
D4,DIODE SCHOTTKY_SM_DIO_SMA_10MQ0,10MQ060NPBF,,SM_DIO_SMA,5190.00,1050.00,0.000,NO
D5,DIODE SCHOTTKY_SM_DIO_SMA_10MQ0,10MQ060NPBF,,SM_DIO_SMA,2800.00,960.00,180.000,NO
D6,DIODE SCHOTTKY_SM_DIO_SMA_10MQ0,10MQ060NPBF,,SM_DIO_SMA,1750.00,930.00,180.000,NO
D7,DIODE SCHOTTKY_SM_DIO_SMA_10MQ0,10MQ060NPBF,,SM_DIO_SMA,4650.00,930.00,180.000,NO
D8,DIODE ZENER_POWERDI123_10V,10V,,POWERDI123,2560.00,640.00,0.000,NO
D9,LED_SM_LED_0603_SML-310MTT86,SML-310MTT86,,SM_LED_0603,952.00,310.00,0.000,NO
D10,LED_SM_LED_0603_SML-310MTT86,SML-310MTT86,,SM_LED_0603,952.00,240.00,0.000,NO
D11,LED_SM_LED_0603_SML-310MTT86,SML-310MTT86,,SM_LED_0603,952.00,170.00,0.000,NO
D12,LED_SM_LED_0603_SML-310MTT86,SML-310MTT86,,SM_LED_0603,952.00,99.00,0.000,NO
D13,DIODE TS_SM_DIO_SMA_DIODE TS,DIODE TS,,SM_DIO_SMA,6635.00,3705.00,0.000,YES
D14,TPD2E001DRLR_SM_SOT553-5_2_TPD2,TPD2E001DRLR,,SM_SOT553-5_2,6980.00,3610.00,0.000,YES
