Allegro Report
I:/BD_Boards/DLI_4100_2510300-Rev-D/Board/2510300_REV-D.brd
Tue Apr 12 06:54:07 2016

Net Name,Net Pins
N19623245,C103.1 L3.2 R91.1 U12.2
N19623255,C95.1 U12.25
N19623373,C96.1 U12.5
N20172057,RN3.1 U13.79
N20173243,RN3.2 U13.77
N20174431,RN3.3 U13.74
N20175621,RN3.4 U13.72
N20176813,RN3.5 U13.69
N20178007,RN3.6 U13.67
N20179203,RN3.7 U13.64
N20180401,RN3.8 U13.62
N20181601,RN4.1 U13.39
N20182803,RN4.2 U13.37
N20184007,RN4.3 U13.34
N20185213,RN4.4 U13.32
N20186421,RN4.5 U13.29
N20187631,RN4.6 U13.27
N20188843,RN4.7 U13.24
N20190057,RN4.8 U13.22
N20219307,R65.1 R70.1 U13.44
N20224230,R64.1 R69.1 U13.45
N20316396,C250.1 C251.1 C252.1 C254.1 FB10.2 U13.11 U13.48 U13.50
N20316449,C231.1 C232.1 U13.47
N20340815,C111.1 C119.2 D5.1 R88.1 U13.13
N20340851,D5.2 L5.1 U13.12
N20362233,C120.1 C130.1 D6.2 R92.2 U13.9
N20362247,C104.1 C110.1 L6.2 U13.10
N20362278,D6.1 L6.1 U13.8
N20378881,C238.1 C245.1 C253.1 R214.1 R248.1 U13.23 U13.28 U13.33 U13.38 U13.49 U13.63 U13.68 U13.73 U13.78
N20410950,R75.2 TP12.1 U13.43
N20628237,C150.1 FB6.2 J13.1B J13.1C
N20672663,C131.1 FB3.2 J13.13A J13.13B
N20672701,C282.1 FB11.2 J13.25E J13.25F
N20882996,C152.1 FB7.2 J14.13A J14.13B
N20883028,C139.1 FB5.2 J14.25E J14.25F
N20883056,C133.1 FB4.2 J14.1B J14.1C
N21444422,D15.2 R263.1
N21444465,BT5.2 R261.1
N21444479,BT5.1 D15.1
N21570486,D2.1 R145.1
N21572782,D16.2 R146.1
N21577554,R153.2 U10.C2
N21577700,R148.2 U10.B3
N21841068,J4.2 R142.1 U10.G3
N21854268,R57.1 U10.G4
N25461313,D3.1 R147.1
N25461323,D17.2 R150.1
N32058041,C67.1 FB2.2 R45.1 U9.4
N32058049,R45.2 U9.1
N32058067,R44.1 U9.3
N35815705,R168.2 U23.7
N35930174,R160.2 R169.2 U23.6
N37418856,R128.2 U5.H7
N37614906,R151.1 R152.1 U19.7
N37706222,TP8.1 U18.34
N38502459,R137.1 U18.1
N38505147,R34.2 R137.2 R138.1
N39071155,C151.1 L9.2 R117.1 R120.1 R264.2
N39071167,C141.2 L9.1 U17.6 U17.7 U17.8 U17.9 U17.10
N39071184,C138.2 C286.1 R103.1 R104.2 R106.1 U17.2
N39071297,C141.1 U17.5
N39071309,R106.2 R262.2 R264.1
N39071470,C143.1 U17.17
N39071546,C286.2 R262.1
N39502832,F5.1 J12.1 J18.3 J18.4
N39711612,C136.2 R104.1
N39714072,C136.1 C138.1 U17.3
N41021981,R123.1 U5.M27
N41041536,R122.2 U5.N27
N53661741,R53.2 U8.C2
N53662038,R49.2 U8.B3
N55969993,R21.2 U5.R9
N55982593,R23.1 U5.R8
N56121568,J11.2 R60.1 U8.G3
N56121574,R47.1 U8.G4
N59183238,R108.2 R265.2 SW4.1
N9169270,D9.1 R112.2
N9169274,D10.1 R114.2
N9169280,D11.1 R118.2
N9169288,D12.1 R119.2
NS_FLIP,U5.AE24 U11.F19
OVERVOTLAGE_G,Q1.4 U15.4
POWER_IN_F,F5.2 Q1.5 Q1.6 Q1.7 Q1.8 U15.5
POWER_STANDBY#,C140.1 R107.1 R265.1 SW4.2 TP26.1 U17.18 U23.3
PROGB_DDC,R51.2 U8.D1 U11.J18
PROM_CCK_DDC,R49.1 R50.1 R53.1 R56.2 U11.J10
PROM_D0_DDC,U8.H6 U11.K11
PWRGD,R159.2 R168.1 TP15.1 U22.2
PWRGD_1P0,C58.1 C94.1 R102.2 U7.26 U12.26 U17.4
PWRGD_2P5,C38.1 R31.2 U4.18 U7.4
PWR_FLOAT,U11.AC17 U22.4
RDWR_B,R81.1 U11.P18
RESET,R227.2 R228.1 TP6.1 U5.AG15
RESET_5V,R228.2 U23.2
ROWAD_0,U5.AJ10 U11.D14
ROWAD_1,U5.AH10 U11.D15
ROWAD_10,U5.AD24 U11.G16
ROWAD_2,U5.AD11 U11.E15
ROWAD_3,U5.AE11 U11.F14
ROWAD_4,U5.AJ30 U11.G14
ROWAD_5,U5.AH30 U11.E16
ROWAD_6,U5.AH29 U11.F15
ROWAD_7,U5.AG30 U11.G15
ROWAD_8,U5.AD26 U11.E17
ROWAD_9,U5.AD25 U11.F17
ROWMD_0,U5.AE13 U11.H17
ROWMD_1,U5.AD20 U11.H16
RST2BLKZ,U5.AE23 U11.E18
RST_ACTIVE,U5.AF13 U11.AB16
SCPCLK,R97.1 R105.1 TP31.1 U11.AB15 U13.56 U14.56
SCPDI,J13.11E J14.11E R256.2 TP18.1 U11.AA15 U13.42 U14.42
SCPDO,R71.1 R95.2 R96.1 TP7.1 U11.AA14 U13.57 U14.57
STEPVCC,U5.AE12 U11.Y13
TCK_JTAG,H1.6 U5.AA13 U8.H3 U10.H3 U11.U11
TDI_DDC,R38.2 U8.G1
TDI_JTAG,H1.10 U10.G1
TDO_DDC,R40.1 U11.W10
TDO_JTAG,H1.8 R39.2 R40.2
TDO_V5,R38.1 R39.1 U5.AC14
TDO_XCF16,U5.AC13 U10.E6
TDO_XCF16DDC,U8.E6 U11.V11
TMS_JTAG,H1.4 U5.AB13 U8.E2 U10.E2 U11.V12
USB_5P0V,C164.1 FB8.2 R129.1 R140.1
USB_A_3P3V,C9.1 C12.1 F1.1 U18.10 U18.17
USB_CFG_SEL,R29.2 R156.2 U18.82 U21.2
USB_CONNECTED#,J5.3 Q5.3 R141.1
USB_CTRL0,U18.69 U20.P5
USB_CTRL0/TST_HDR_BY3_1,J9.26 U5.R31 U20.P2
USB_CTRL1,U18.70 U20.P6
USB_CTRL1/TST_HDR_BY3_2,J9.28 U5.U30 U20.P1
USB_CTRL2,U18.71 U20.R5
USB_CTRL2/TST_HDR_BY3_3,J9.30 U5.T30 U20.R2
USB_CTRL3,U18.66 U20.R6
USB_CTRL3/TST_HDR_BY3_4,J9.32 U5.T28 U20.R1
USB_DPN,R124.2 U18.19
USB_DPP,R125.2 U18.18
USB_EXT_DPN,D14.3 J1.2 L10.4
USB_EXT_DPP,D14.5 J1.3 L10.1
USB_FD0,U18.44 U20.A5
USB_FD0/TST_HDR_BY0_0,J9.7 U5.H29 U20.A2
USB_FD1,U18.45 U20.A6
USB_FD1/TST_HDR_BY0_1,J9.9 U5.H30 U20.A1
USB_FD10,U18.104 U20.F5
USB_FD10/TST_HDR_BY1_2,J9.27 U5.L30 U20.F2
USB_FD11,U18.105 U20.F6
USB_FD11/TST_HDR_BY1_3,J9.29 U5.F31 U20.F1
USB_FD12,U18.121 U20.G5
USB_FD12/TST_HDR_BY1_4,J9.31 U5.L29 U20.G2
USB_FD13,U18.122 U20.G6
USB_FD13/TST_HDR_BY1_5,J9.33 U5.E29 U20.G1
USB_FD14,U18.123 U20.H6
USB_FD14/TST_HDR_BY1_6,J9.35 U5.E31 U20.H1
USB_FD15,U18.124 U20.H5
USB_FD15/TST_HDR_BY1_7,J9.37 U5.M30 U20.H2
USB_FD2,U18.46 U20.B5
USB_FD2/TST_HDR_BY0_2,J9.11 U5.J31 U20.B2
USB_FD3,U18.47 U20.B6
USB_FD3/TST_HDR_BY0_3,J9.13 U5.G30 U20.B1
USB_FD4,U18.54 U20.C5
USB_FD4/TST_HDR_BY0_4,J9.15 U5.J30 U20.C2
USB_FD5,U18.55 U20.C6
USB_FD5/TST_HDR_BY0_5,J9.17 U5.G31 U20.C1
USB_FD6,U18.56 U20.D5
USB_FD6/TST_HDR_BY0_6,J9.19 U5.J29 U20.D2
USB_FD7,U18.57 U20.D6
USB_FD7/TST_HDR_BY0_7,J9.21 U5.F29 U20.D1
USB_FD8,U18.102 U20.E5
USB_FD8/TST_HDR_BY1_0,J9.23 U5.K29 U20.E2
USB_FD9,U18.103 U20.E6
USB_FD9/TST_HDR_BY1_1,J9.25 U5.F30 U20.E1
USB_FPGA_CLK,U18.50 U21.5 U21.6
USB_FPGA_D,U18.111 U21.10 U21.11
USB_FPGA_DONE_IV,R2.2 U18.83
USB_FPGA_INIT_B,R8.2 U18.84
USB_FPGA_PROGB,R126.2 U18.89
USB_FPGA_RESET,U18.90 U20.T1
USB_FPGA_RESET/TST_HDR_BY3_5,J9.34 U5.T29 U20.T6
USB_F_DPN,L10.3 R124.1
USB_F_DPP,L10.2 R125.1
USB_GPIO_B0,J3.9 U18.108
USB_GPIO_B1,J3.8 U18.109
USB_GPIO_B2,J3.7 U18.110
USB_GPIO_B3,J3.6 U18.112
USB_GPIO_B4,J3.5 U18.113
USB_GPIO_B5,J3.4 U18.114
USB_GPIO_B6,J3.3 U18.91
USB_GPIO_B7,J3.2 U18.92
USB_IF_CLK/TEST_CLK_0,J9.5 R34.1 U5.N29
USB_INT5#,R3.1 U18.106 U20.T2
USB_INT5#/TST_HDR_BY3_6,J9.36 U5.U27 U20.T5
USB_MICTOR_OE#,J5.2 R30.1 U20.A4 U20.H4 U20.J4 U20.T4
USB_RDY0,U5.R26 U18.4
USB_RDY1,U5.R27 U18.5
USB_RDY2,U5.U26 U18.6
V5_CCLK,R155.1 R158.2 U5.M13 U21.7
V5_CS_B,R19.1 U5.M23
V5_D0,U5.N13 U21.9
V5_DONE,D2.2 R1.2 R2.1 U5.N14 U10.B4
V5_DXN,TP4.1 U5.W17
V5_DXP,TP2.1 U5.W18
V5_FLASH_RDY,U5.H22 U6.6
V5_FLASH_SCK,U2.7 U5.H23
V5_FLASH_SI,U2.6 U5.G13
V5_FLASH_SO,U5.H12 U6.7
V5_HSWAP_EN,R27.2 U5.N22
V5_INIT_B,R8.1 R15.2 U5.L13 U10.A3
V5_M0,R130.2 R131.2 U5.AD21
V5_M1,R133.2 R134.2 U5.AC22
V5_M2,R135.2 R136.2 U5.AD22
V5_PROGRAM_B,R37.2 R126.1 U5.M22 U10.D1
V5_PWR_FLOAT#,U5.AG22 U22.1
V5_RDWR,R24.1 U5.N23
V5_VBATT,D15.3 R260.2 U5.P22
VBATT_0,R72.2 U11.K18
VBIAS,C101.1 C108.1 R92.1 U13.21 U13.30 U13.31 U13.40 U13.61 U13.70 U13.71 U13.80
VBIAS_2,C102.1 C107.1 R90.1 U14.21 U14.30 U14.31 U14.40 U14.61 U14.70 U14.71 U14.80
VCC_12V,C235.1 C240.1 FB9.1 FB10.1 R110.2 TP21.1
VCC_1P0V,C174.1 C176.1 C184.1 C185.1 C191.1 C195.1 C200.1 C284.1 R120.2 TP32.1 U5.AA14 U5.AA16 U5.AA18 U5.AA20 U5.AA22 U5.AB15 U5.AB17 U5.AB19 U5.AB21 U5.AC16 U5.AC18 U5.AD17 U5.L18 U5.M15 U5.M17 U5.M19 U5.M21 U5.N16 U5.N18 U5.N20 U5.P13 U5.P15 U5.P17 U5.P19 U5.P21 U5.R14 U5.R16 U5.R18 U5.R20 U5.R22 U5.T13 U5.T15 U5.T19 U5.T21 U5.U12 U5.U14 U5.U16 U5.U20 U5.U22 U5.V13 U5.V15 U5.V19 U5.V21 U5.W12 U5.W14 U5.W16 U5.W20 U5.W22 U5.Y13 U5.Y15 U5.Y17 U5.Y19 U5.Y21
VCC_1P0V_DDC,C114.1 C285.1 R117.2 TP29.1 U11.H15 U11.J12 U11.J14 U11.J16 U11.K9 U11.K13 U11.K15 U11.L10 U11.L12 U11.L14 U11.L16 U11.M9 U11.M11 U11.M15 U11.N10 U11.N12 U11.N16 U11.P9 U11.P11 U11.P15 U11.R10 U11.R12 U11.R16 U11.T9 U11.T11 U11.T13 U11.T15 U11.U10 U11.U12 U11.U14 U11.U16 U11.V9 U11.V13 U11.V15 U11.W14 U11.Y15
VCC_1P8V,C5.1 C8.1 C31.1 C45.1 C48.1 C49.1 C56.1 C61.1 C63.1 C66.1 C69.1 C71.1 C72.1 C77.1 C80.1 C84.1 C88.1 C92.1 C93.1 C100.1 C115.1 C155.1 C165.1 C167.1 C169.1 C179.1 C181.1 C183.1 C190.1 C194.1 J15.81 J15.82 J15.87 J15.88 J15.95 J15.96 J15.103 J15.104 J15.111 J15.112 J15.117 J15.118 R21.1 R87.2 R91.2 R93.2 R122.1 R128.1 TP25.1 U1.1 U1.2 U5.B29 U5.D13 U5.E30 U5.F7 U5.F27 U5.G4 U5.G14 U5.J8 U5.K5 U5.N6 U5.P3 U8.B1 U8.E1 U8.G6 U10.B1 U10.E1 U10.G6
VCC_2P5V,C17.1 C22.1 C29.1 C30.1 C33.1 C34.1 C35.1 C46.1 C50.1 C51.1 C52.1 C54.1 C55.1 C57.1 C59.1 C60.1 C64.1 C73.1 C74.1 C75.1 C76.1 C79.1 C81.1 C82.1 C83.1 C90.1 C91.1 C97.1 C112.1 C117.1 C118.1 C156.1 C157.1 C158.1 C160.1 C162.1 C171.1 C192.1 C199.1 C202.1 C211.1 C217.1 C223.1 C224.1 C244.1 C249.1 C267.1 C270.1 C278.1 C279.1 FB2.1 H1.2 J2.3 J2.6 J2.9 J2.12 J2.15 J4.1 J6.1 J11.1 R1.1 R15.1 R27.1 R37.1 R42.1 R43.1 R51.1 R54.1 R56.1 R58.1 R59.1 R61.2 R64.2 R65.2 R66.2 R68.2 R72.1 R74.1 R75.1 R76.1 R83.1 R85.1 R86.1 R95.1 R112.1 R114.1 R118.1 R119.1 R131.1 R134.1 R136.1 R145.2 R156.1 R158.1 R162.1 R185.1 R199.1 R211.2 R222.2 R244.1 R255.1 R256.1 TP10.1 U5.AA12 U5.AC12 U5.AD3 U5.AD13 U5.AD23 U5.AD33 U5.AE30 U5.AF7 U5.AF17 U5.AF27 U5.AG4 U5.AG14 U5.AG24 U5.AH11 U5.AH21 U5.AH31 U5.AJ8 U5.AJ18 U5.AJ28 U5.AK5 U5.AK15 U5.AK25 U5.AL12 U5.AL22 U5.AL32 U5.AM9 U5.AM19 U5.AM29 U5.AN6 U5.AN16 U5.B9 U5.B19 U5.C6 U5.C16 U5.C26 U5.D23 U5.E10 U5.F17 U5.G24 U5.L12 U5.N12 U5.P23 U5.R12 U5.T23 U5.U24 U5.V11 U5.V23 U5.Y23 U8.B2 U8.C6 U8.D6 U8.G5 U8.H2 U10.B2 U10.C6 U10.D6 U10.G5 U10.H2 U11.AA6 U11.AA16 U11.AB3 U11.AB13 U11.AC10 U11.AD7 U11.AD17 U11.B23 U11.C10 U11.C20 U11.D7 U11.D17 U11.E4 U11.E14 U11.E24 U11.F11 U11.F21 U11.G8 U11.H5 U11.H25 U11.J2 U11.J8 U11.J22 U11.K17 U11.L6 U11.L8 U11.M17 U11.M23 U11.N8 U11.N20 U11.P17 U11.R4 U11.R8 U11.R24 U11.T17 U11.T21 U11.U8 U11.V5 U11.V17 U11.V25 U11.W2 U11.W8 U11.W12 U11.W16 U11.W22 U11.Y9 U21.14 U21.16 U22.5
VCC_2P5V_EXP1,C186.1 C187.1 C196.1 C204.1 C210.1 J16.5 J16.6 J16.11 J16.12 J16.17 J16.18 J16.23 J16.24 J16.29 J16.30 J16.35 J16.36 R42.2
VCC_2P5V_EXP2,C180.1 C182.1 C193.1 C206.1 C207.1 J17.5 J17.6 J17.11 J17.12 J17.17 J17.18 J17.23 J17.24 J17.29 J17.30 J17.35 J17.36 R43.2
VCC_3P3V,C13.1 C15.1 C16.1 C17.2 C18.1 C19.1 C22.2 C23.1 C24.1 C25.1 C28.1 C29.2 C30.2 C33.2 C34.2 C35.2 C36.1 C41.1 C43.1 C44.1 C46.2 C51.2 C52.2 C64.2 C73.2 C78.1 C81.2 C86.1 C90.2 C91.2 C97.2 C117.2 C118.2 C127.1 C135.1 C146.1 C159.1 C161.1 C173.1 C201.1 C212.1 C213.1 C214.1 C219.1 C281.1 D1.1 F1.2 FB4.1 FB5.1 FB6.1 FB11.1 J2.1 J2.4 J2.7 J2.10 J2.13 J3.1 J7.1 J15.199 R3.2 R5.1 R6.1 R7.1 R9.1 R10.1 R11.2 R13.1 R16.1 R17.2 R30.2 R36.1 R41.2 R78.1 R80.1 R141.2 R144.2 R147.2 R149.2 R152.2 R257.1 R263.2 TP9.1 U2.1 U3.6 U3.22 U5.H31 U5.L32 U5.M29 U6.1 U6.5 U18.2 U18.26 U18.43 U18.48 U18.64 U18.68 U18.81 U18.100 U18.107 U19.1 U19.8 U20.C3 U20.C4 U20.F3 U20.F4 U20.L3 U20.L4 U20.P3 U20.P4
VCC_3P3V_EXP1,C258.1 C261.1 C273.1 C275.1 C277.1 J16.85 J16.86 J16.91 J16.92 J16.97 J16.98 J16.103 J16.104 J16.109 J16.110 J16.115 J16.116 R80.2
VCC_3P3V_EXP2,C255.1 C262.1 C269.1 C276.1 C280.1 J17.85 J17.86 J17.91 J17.92 J17.97 J17.98 J17.103 J17.104 J17.109 J17.110 J17.115 J17.116 R78.2
VCC_5P0V,C10.1 C39.1 C47.1 C68.1 C70.1 C98.1 C99.1 C142.1 C147.1 C228.1 C229.1 C230.1 C234.1 C239.1 C243.1 C287.1 Q1.1 Q1.2 Q1.3 R31.1 R102.1 R108.1 R160.1 U1.7 U1.9 U1.10 U4.14 U4.15 U4.16 U4.19 U7.20 U7.21 U7.22 U7.23 U7.24 U7.27 U12.20 U12.21 U12.22 U12.23 U12.24 U12.27 U16.2 U16.6 U17.14 U17.15 U17.16 U23.4
VCC_BANK11,C3.1 J2.5 U5.P33 U5.R30 U5.V31
VCC_BANK12,C6.1 J2.8 U5.T7 U5.U4 U5.W8
VCC_BANK13,C4.1 J2.11 U5.AA32 U5.AB29 U5.W28
VCC_BANK14,C153.1 J2.14 U5.AB9 U5.AC6 U5.Y5
VCC_BANK3,C2.1 C20.1 C42.1 J2.2 SW1.1 SW1.2 SW1.3 SW1.4 SW1.5 SW1.6 SW1.7 SW1.8 U2.8 U5.E20 U5.H21 U6.8
VCC_VREF,C32.1 C53.1 C166.1 C170.1 C172.1 C178.1 C188.1 C189.1 C197.1 C198.1 C203.1 C205.1 C208.1 C209.1 C216.1 C259.1 C260.1 C268.1 C271.1 C272.1 C274.1 F2.1 J15.1 R4.2 TP3.1 U5.G7 U5.J26 U5.K19 U5.K26 U5.L10 U5.M6 U5.R7
VCC_VTT,C27.1 C215.1 C218.1 C220.1 C221.1 C222.1 C225.1 C226.1 C227.1 C233.1 C236.1 C242.1 C248.1 F2.2 RP5.5 RP5.6 RP5.7 RP5.8 RP6.5 RP6.6 RP6.7 RP6.8 RP7.5 RP7.6 RP7.7 RP7.8 RP8.5 RP8.6 RP8.7 RP8.8 RP9.5 RP9.6 RP9.7 RP9.8 RP10.5 RP10.6 RP10.7 RP10.8
VLED0,D9.2 U11.AC18
VLED1,D10.2 U11.AD18
VOFF_1,C121.1 D8.2 FB3.1 R214.2
VOFF_2,C148.1 FB7.1 R233.2
VRST,C263.1 C266.1 R88.2 U13.25 U13.26 U13.35 U13.36 U13.65 U13.66 U13.75 U13.76 U13.81
VRST_2,C105.1 C106.1 R89.2 U14.25 U14.26 U14.35 U14.36 U14.65 U14.66 U14.75 U14.76 U14.81
WDT_ENBLZ,U5.AF15 U11.AA13
XCF_CCLK,R148.1 R153.1 U21.3 U21.4
XCF_D0,U10.H6 U21.12 U21.13
